aspect,opinion,count
topic,unsexy,1
bonking,uproarious,1
bonking,serious(ish,1
movie,epic,1
moves,right,1
tightrope,delicate,1
scenes,serious,1
moments,comedic,1
comedy,hilarious,1
film,recent,1
homage,fun,1
aspects,gritty,1
aspects,messy,1
love,vampire,1
screenplay,solid,1
hellzapoppin,hilarious,1
cast,impressively,1
things,transgressive,1
judgment,unjust,1
time,overlong,1
work,persistent,1
craftsmanship,intricate,1
study,intimate,1
breakdown,mental,1
ghost,creepy,1
flick,wholesome,1
glasses,d,1
reason,other,1
money,good,1
asides,mordant,1
balance,flawless,1
submission,official,1
applications,real,1
work,esoteric,1
blend,intriguing,1
piece,effective,1
hero,conflicted,1
treat,real,1
vehicle,terrific,1
view,different,1
destiny,natural,1
interference,annoying,1
fiction,much,1
saga,inspirational,1
portrait,mesmerizing,1
side,human,1
surf,awesome,1
waves,huge,1
reminiscing,emotional,1
resolution,audacious,1
feature,long,1
marvel,technical,1
memorial,heartfelt,1
introduction,necessary,1
artist,eponymous,1
point,good,1
activists,creative,1
characters,favorite,1
inspection,careful,1
film,smartest,1
experience,intense,1
show,shadowy,1
vestige,last,1
sit,tough,1
sense,distinctive,1
popularity,widespread,1
warmth,more,1
entertainment,sharp,1
movie,esque,1
place,good,1
laugh,vintage,1
pratfalls,enough,1
liners,silly,1
hold,psychological,1
people,funny,1
eye,painterly,1
sensuality,mythological,1
rote,old,1
metropolis,microcosmic,1
action,much,1
visuals,sleek,1
simplicity,enchanting,1
film,real,1
thrilling,entertaining,1
beats,right,1
gunplay,ample,1
explorer,british,1
line,fine,1
elements,supernatural,1
pace,steady,1
moments,enough,1
moments,charming,1
seclusion,atmospheric,1
chapter,next,1
movie,interesting,1
theatre,crowded,1
water,warm,1
performances,better,1
script,ambitious,1
script,full,1
tat,a,1
crimes,real,1
film,organized,1
film,serious,1
film,humorous,1
film,organic,1
deconstruction,fractured,1
deconstruction,showbizzy,1
predecessor,successful,1
chime,bright,1
chime,resonant,1
timing,comedic,1
impersonations,drugged,1
laughs,more,1
trips,acid,1
humor,wonderful,1
balance,right,1
matter,grotesque,1
ambitions,unmatched,1
ambitions,aesthetic,1
sounds,vibrant,1
bloodbath,relentless,1
treatment,understated,1
treatment,like,1
melodrama,purple,1
works,aesthetic,1
question,biggest,1
womanhood,modern,1
producer,executive,1
brow,low,1
humor,brilliant,1
humor,subversive,1
plunge,worthwhile,1
outrage,public,1
deal,real,1
support,good,1
agent,smarmy,1
fragments,ordinary,1
whole,greater,1
eye,sharp,1
film,stunning,1
performances,enchanting,1
hand,assured,1
film,delectable,1
documentary,informative,1
documentary,compelling,1
structure,conventional,1
comedy,kinetic,1
comedy,confident,1
effort,unspectacular,1
chemistry,fine,1
contrasts,amusing,1
monk,philosophical,1
hero,punkish,1
knowledge,scientific,1
message,political,1
mythology,dense,1
style,charming,1
approach,traditional,1
approach,d,1
halos,backlit,1
work,evident,1
gesture,banal,1
courtesy,common,1
chore,agonizing,1
thing,damned,1
movie,heavy,1
absence,definite,1
reason,urgent,1
way,right,1
slices,little,1
themes,few,1
devotees,modern,1
choreographer,legendary,1
tale,inspiring,1
tale,sentimental,1
messages,impossible,1
issues,serious,1
performance,stunning,1
sequels,saw,1
movies,men,1
rides,mindless,1
thing,hardest,1
ways,same,1
chops,dramatic,1
rocket,melancholy,1
grandiloquent,most,1
piece,costly,1
case,rare,1
films,future,1
films,super,1
films,-,1
films,hero,1
achievement,rare,1
public,american,1
movie,brilliant,1
movie,bloody,1
portrayal,haunting,1
life,urban,1
movies,top,1
material,maniacal,1
material,eyed,1
entertainment,delightful,1
novel,engaging,1
storyteller,great,1
ability,superhuman,1
second,split,1
optimism,reassuring,1
decency,human,1
time,grand,1
bone,fractured,1
film,nuts,1
immediacy,compelling,1
works,great,1
cinema,italian,1
cinema,realist,1
romp,entertaining,1
minutes,routine,1
style,repetitive,1
story,rapturous,1
auteur,japanese,1
performances,steady,1
decades,last,1
feat,small,1
movie,different,1
legacy,emotional,1
loser,ultimate,1
people,many,1
plotlines,contrived,1
slapstick,corny,1
attempts,feeble,1
piece,serious,1
piece,heartfelt,1
rights,human,1
parts,equal,1
portrait,double,1
structure,flexible,1
treat,more,1
treat,formal,1
adventure,charming,1
characters,delightful,1
characters,engaging,1
attempt,serious,1
fairytale,durable,1
way,safe,1
audience,new,1
characters,charming,1
watch,fascinating,1
characters,unique,1
world,moody,1
thriller,vivid,1
thriller,shocking,1
film,hearted,1
stuff,touching,1
minutes,languorous,1
sensuality,exuding,1
shots,cheap,1
affection,surprising,1
way,only,1
fantasy,such,1
escape,real,1
reality,dreadful,1
ways,horrifying,1
events,such,1
tour,subtle,1
epic,feminist,1
time,vital,1
narrative,own,1
interest,less,1
medley,sinuous,1
leaps,creative,1
gem,unpredictable,1
arc,conventional,1
amount,alarming,1
pioneers,passionate,1
movies,essential,1
stage,late,1
romp,amusing,1
effects,cool,1
sequel,ingenious,1
novel,classic,1
novel,american,1
rate,first,1
camerawork,sublime,1
nominee,multiple,1
thriller,futuristic,1
dose,heady,1
fiction,popular,1
drama,powerful,1
performance,strongest,1
problems,logical,1
one,worthy,1
viewpoints,hostile,1
milk,worth,1
entries,previous,1
experience,richer,1
experience,fuller,1
experience,emotional,1
moves,citizenfour,1
age,certain,1
picture,fine,1
picture,snappy,1
picture,little,1
arts,martial,1
fun,silly,1
character,strong,1
character,female,1
plot,mysterious,1
hero,irreverent,1
zeitgeist,own,1
zeitgeist,national,1
image,untainted,1
retrospective,excellent,1
action,extended,1
time,second,1
time,consecutive,1
making,elusive,1
making,timorous,1
way,fascinating,1
work,strange,1
work,ambitious,1
cinematography,claustrophobic,1
design,chilling,1
book,single,1
enjoyment,blissful,1
action,slick,1
story,smart,1
soundtrack,terrific,1
direction,splendid,1
flight,joyous,1
biography,interesting,1
celebration,joyous,1
gestures,small,1
emotions,gripping,1
revealing,gradual,1
emotions,strong,1
experience,enjoyable,1
world,fanciful,1
story,important,1
tactics,melodramatic,1
tempo,brisk,1
filmmakers,willing,1
commanders,brave,1
enemy,menacing,1
sources,uncredited,1
diversion,enough,1
score,notable,1
story,rich,1
class,post,1
class,-,1
class,war,1
class,middle,1
season,full,1
show,favorite,1
level,current,1
achievement,remarkable,1
comedy,observational,1
story,remarkable,1
footage,smooth,1
footage,musical,1
frame,entire,1
pieces,little,1
marriage,straight,1
marriage,infertile,1
donor,biological,1
goals,occupational,1
couple,wonderful,1
couple,married,1
performance,outstanding,1
journey,subsequent,1
things,wild,1
failure,artistic,1
way,positive,1
juice,enough,1
power,nuclear,1
quest,poetic,1
touch,slight,1
torques,scorsese,1
viewing,essential,1
comedy,gross,1
fun,unbridled,1
pleasures,greatest,1
version,smartest,1
version,sharpest,1
arguments,compelling,1
notion,whole,1
spectacle,such,1
spectacle,crazy,1
loopholes,logistical,1
noir,psychedelic,1
leap,audacious,1
leap,stylistic,1
industry,sluggish,1
melodrama,torrid,1
name,good,1
conflict,internal,1
adventure,competent,1
morals,uncomplicated,1
examples,rare,1
players,elite,1
prospects,other,1
court,in)famous,1
neighborhood,shy,1
pieces,suspenseful,1
moments,slow,1
moments,steady,1
diary,breezy,1
wagging,much,1
experiences,emotional,1
performances,strongest,1
force,blunt,1
movie,hybrid,1
cinematography,scenic,1
recreations,different,1
recreations,dramatic,1
act,lurid,1
story,fascinating,1
vanilla,sweet,1
film,interesting,1
fun,unsettling,1
accusations,speculative,1
way,old,1
movie,modern,1
movie,imaginable,1
premise,sketchy,1
cop,good,1
cop,bad,1
cop,more,1
cop,non,1
cop,-,1
love,cross,1
love,-,1
love,cultural,1
power,inexplicable,1
childhood,happy,1
childhood,eyed,1
glee,eyed,1
ranks,treat,1
fan,single,1
travails,romantic,1
times,many,1
story,difficult,1
movie,obsessive,1
movie,ambiguous,1
crisis,existential,1
depths,unstressed,1
cult,new,1
fare,standard,1
comedy,clever,1
exploration,great,1
hodgepodge,entertaining,1
resume,visionary,1
talent,fresh,1
story,effective,1
archetypes,fictional,1
feud,bloody,1
direction,delicate,1
comedy,original,1
improv,flaccid,1
fiction,creative,1
relationship,clever,1
insights,unprecedented,1
lives,complicated,1
veterans,stateside,1
movie,fourth,1
place,same,1
sequels,other,1
title,moronic,1
person,likable,1
humanity,stupid,1
schtick,hilarious,1
number,broad,1
classics,unsung,1
fable,savvy,1
fable,sweet,1
distraction,online,1
stakes,emotional,1
subtlety,surprising,1
indictment,encompassing,1
society,russian,1
exploration,imaginative,1
guilt,male,1
rage,female,1
obsession,sheer,1
view,better,1
dancer,professional,1
narrative,byzantine,1
protagonist,hearted,1
men,inarticulate,1
underdogs,determined,1
tension,real,1
core,emotional,1
bath,cold,1
issue,standard,1
movies,recent,1
flick,chick,1
penchant,newfound,1
period,overlong,1
pieces,erratic,1
backlash,refreshing,1
backlash,devoid,1
portrait,touching,1
woman,resilient,1
challenges,multiple,1
film,bad,1
effect,great,1
candy,visual,1
quality,magical,1
look,up,1
country,poor,1
country,communist,1
vehicle,unexpected,1
company,local,1
utility,essential,1
plot,witted,1
numbers,catchy,1
cast,solid,1
treasure,poignant,1
portrayal,committed,1
screenplay,perceptive,1
sense,vibrant,1
urgency,emotional,1
movies,furious,1
rods,hot,1
exultation,sheer,1
sadness,sure,1
taste,indiscriminate,1
romp,reasonable,1
side,flip,1
elements,many,1
depiction,effective,1
revolution,sexual,1
wife,oppressed,1
girls,teenage,1
imitations,glossy,1
moments,false,1
genius,comic,1
wave,smarter,1
wave,funnier,1
direction,general,1
comedy,intelligent,1
comedy,noir,1
sequences,pivotal,1
seriousness,schtick,1
shower,post,1
shower,-,1
stuff,terrific,1
turns,funny,1
turns,excellent,1
student,ordinary,1
effects,groundbreaking,1
effects,visual,1
ensemble,terrific,1
triumph,quiet,1
compost,semi,1
compost,-,1
quimera,curious,1
passions,thematic,1
brand,unique,1
filmmaking,urban,1
comeuppance,nasty,1
characters,repellant,1
volume,companionable,1
volume,second,1
%,u2013,1
look,thoughtful,1
precision,intense,1
exercise,entertaining,1
time,fun,1
film,previous,1
way,sneaky,1
way,rewarding,1
magnfico,detetive,1
session,brutal,1
session,climactic,1
category,potential,1
surprise,biggest,1
affair,homosexual,1
piece,intense,1
repression,sexual,1
fare,familiar,1
fare,indie,1
humor,bitter,1
desperation,aggressive,1
helplessness,gentle,1
paean,welcome,1
filmmaking,glorious,1
purposes,own,1
material,weak,1
construction,fussiest,1
construction,compartmentalized,1
sense,powerful,1
horror,wild,1
entertainment,spirited,1
members,youngest,1
movie,civilian,1
movies,costumed,1
masterpiece,minimalist,1
theme,noteworthy,1
laws,unjust,1
elements,professional,1
actors,lead,1
taste,terrible,1
satire,rowdy,1
satire,political,1
lengua,hot,1
feature,favorite,1
casting,lazy,1
work,impressive,1
gags,good,1
purrformance,perfect,1
com,intelligent,1
film,favorite,1
script,great,1
chemistry,wonderful,1
houses,like,1
craftsmanship,magical,1
craftsmanship,true,1
sense,sobering,1
sacrifices,painful,1
vitality,infectious,1
vitality,musical,1
forks,unexpected,1
logic,traditional,1
pathos,extreme,1
pathos,emotional,1
scenario,fetched,1
glimpses,occasional,1
circumstances,worst,1
film,odd,1
appeal,tremendous,1
confidence,enough,1
razor,sharp,1
air,hot,1
trek,long,1
vanity,protective,1
kinds,romantic,1
com,smart,1
advantage,full,1
boom,current,1
piece,groundbreaking,1
comedy,modern,1
title,terrible,1
loops,nutty,1
loops,unexpected,1
adaptations,better,1
praise,small,1
mite,talented,1
comedy,gentler,1
laughs,aplenty,1
departure,big,1
sensibility,same,1
momentum,diffused,1
project,hopeless,1
story,interesting,1
cutting,confusing,1
study,interesting,1
end,nice,1
trainspotting,original,1
version,inventive,1
movie,better,1
aplomb,steely,1
incursion,compelling,1
depictions,honest,1
adolescence,female,1
broadside,comedic,1
elitism,stuffy,1
elitism,french,1
history,troubled,1
entertainment,sheer,1
cast,talented,1
films,evocative,1
moments,quiet,1
maze,antiseptic,1
figure,diabolical,1
figure,public,1
drama,compact,1
drama,sophisticated,1
place,significant,1
job,fine,1
streets,american,1
action,compelling,1
top,problematic,1
context,historical,1
issues,cultural,1
card,impressive,1
comedy,best,1
comedy,long,1
exposure,northern,1
character,enjoyable,1
nerve,raw,1
performances,vigilant,1
extremes,nastier,1
study,mesmerizing,1
gift,special,1
words,ordinary,1
ideas,poetic,1
era,silent,1
piece,first,1
court,royal,1
century,early,1
century,18th,1
ground,suitable,1
players,many,1
game,shell,1
argument,strong,1
fantasies,modern,1
role,complete,1
edge,dark,1
material,original,1
performances,brilliant,1
premise,appealing,1
effect,stellar,1
commentary,truthful,1
tendencies,own,1
tendencies,voyeuristic,1
restraint,ongoing,1
kind,fresh,1
com,good,1
con,great,1
work,hallucinatory,1
crew,motley,1
streets,mean,1
companion,thematic,1
portrait,less,1
highs,glorious,1
film,deep,1
film,emotional,1
elegance,quiet,1
movie,thoughtful,1
thirds,first,1
third,last,1
bait,manipulative,1
moments,human,1
medium,cinematic,1
effort,astonishing,1
effort,creative,1
possibilities,infinite,1
credo,democratic,1
moment,dull,1
newcomers,remarkable,1
comedy,great,1
movie,indulgent,1
spirit,same,1
film,essential,1
sequences,many,1
sequences,inventive,1
noir,great,1
end,very,1
way,innovative,1
rings,true,1
backstory,enough,1
action,breathless,1
weight,heft,1
showcase,enticing,1
drawer,top,1
performance,nuanced,1
example,favorite,1
assumptions,binaristic,1
world,palpable,1
world,sonic,1
world,atmospheric,1
filmmaker,other,1
time,much,1
characters,lesser,1
stuff,more,1
relief,small,1
donkey,quiet,1
donkey,little,1
opposite,polar,1
year,light,1
piece,magical,1
cinema,musical,1
songs,unforgettable,1
screen,future,1
life,fruitful,1
property,classic,1
property,japanese,1
movie,nutty,1
reconciliation,future,1
traditions,rich,1
traditions,venerable,1
thriller,enjoyable,1
thriller,hitchcockian,1
sense,unique,1
director,young,1
blockbusters,cerebral,1
trip,hallucinatory,1
perfection,absolute,1
perfection,minded,1
perfection,relentless,1
story,great,1
study,intense,1
study,uplifting,1
issues,racial,1
parody,less,1
suggestion,sad,1
insights,fresh,1
means,modest,1
level,high,1
flick,perfect,1
fun,snackable,1
story,astonishing,1
regions,beautiful,1
hold,mythic,1
version,3d,1
version,superior,1
subtlety,little,1
slant,smart,1
watch,decent,1
faith,fashioned,1
future,brighter,1
look,sobering,1
comedy,perfect,1
pacing,wonky,1
moments,superfluous,1
moments,dramatic,1
prospect,sized,1
prospect,tantalizing,1
shark,massive,1
fun,stupid,1
respite,little,1
history,terrible,1
pace,procedural,1
mix,rare,1
viewing,enjoyable,1
heart,real,1
humanism,resonant,1
barriers,cultural,1
role,dual,1
thriller,fascinating,1
anthropomorphizing,cutesy,1
documentaries,many,1
appreciation,new,1
chases,spectacular,1
reboots,most,1
artist,martial,1
gang,usual,1
laughs,easy,1
films,profound,1
ways,more,1
fun,terrific,1
number,fair,1
jokes,inside,1
outing,second,1
thriller,generic,1
packaging,political,1
critics,many,1
actresses,capable,1
film,realm,1
swamp,political,1
world,corporate,1
shtick,fond,1
issues,murky,1
clarity,astonishing,1
chimpanzees,certain,1
graphics,incredible,1
ways,worse,1
actresses,scarce,1
exercise,rote,1
ritual,cathartic,1
humor,irreverent,1
ingenuity,visual,1
acts,remarkable,1
spot,bright,1
dread,maximum,1
confusion,psychic,1
piece,perfect,1
diversion,entertaining,1
fun,surprising,1
performances,lively,1
mix,curious,1
chase,musical,1
bun,big,1
burden,heavy,1
talent,new,1
audiences,patient,1
audiences,willing,1
narrative,irreverent,1
behavior,boorish,1
mischievousness,male,1
laughs,good,1
making,modern,1
look,whimsical,1
genius,cinematic,1
biopic,reverential,1
wardrobe,eclectic,1
fashionista,flamboyant,1
fashionista,old,1
material,classic,1
seat,back,1
nature,very,1
job,masterful,1
tension,dramatic,1
touches,futuristic,1
tale,efficient,1
situation,hopeless,1
language,common,1
world,own,1
bit,good,1
fire,rapid,1
craziness,sheer,1
craziness,manic,1
faces,famous,1
proclamations,own,1
proclamations,thunderous,1
speech,free,1
piece,solid,1
plot,bad,1
sexuality,emergent,1
optimism,refreshing,1
performance,wonderful,1
film,outstanding,1
character,prickly,1
premise,perilous,1
premise,central,1
sense,old,1
thing,good,1
kooky,upbeat,1
zealousness,cynical,1
quality,waiflike,1
glory,chief,1
turn,vampy,1
idealism,artistic,1
portrait,searing,1
connections,cool,1
effort,stellar,1
things,bigger,1
suspense,psychological,1
horror,supernatural,1
girlfriend,loyal,1
film,messy,1
darkness,real,1
notions,restrictive,1
taste,good,1
screen,blue,1
scene,exciting,1
humor,abundant,1
characters,memorable,1
surprises,other,1
surprises,beautiful,1
porches,wooden,1
people,restless,1
dreams,meager,1
stodgy,conflicted,1
devil,historical,1
angle,intriguing,1
theme,evergreen,1
theme,cinematic,1
film,unrelenting,1
dread,such,1
football,little,1
moments,many,1
moments,touching,1
image,central,1
character,national,1
ask,first,1
company,same,1
stuff,little,1
series,basic,1
adversaries,good,1
grip,tight,1
chock,full,1
lines,quotable,1
surprises,silly,1
actor,iconic,1
movies,previous,1
lightness,jaunty,1
answer,wrong,1
paranoia,innate,1
atmosphere,unsettling,1
slam,somber,1
moments,emotional,1
sense,tangible,1
watch,worthwhile,1
decency,inherent,1
starter,powerful,1
world,digital,1
connections,virtual,1
sense,subtle,1
experience,magical,1
concoction,weird,1
story,suburban,1
sit,easy,1
piece,nomadic,1
audiences,most,1
symbiosis,magical,1
poetry,blank,1
time,countless,1
drama,potent,1
acting,strong,1
drama,wee,1
drama,scottish,1
premise,mawkish,1
dignity,quiet,1
dignity,careworn,1
occasions,several,1
part,integral,1
film,impressionistic,1
abilities,supernormal,1
speed,full,1
fun,ahead,1
age,pre,1
age,-,1
idea,fantastical,1
end,bitter,1
experience,theatrical,1
men,good,1
place,better,1
stuff,contemptuous,1
brilliance,dark,1
feelings,strong,1
performance,fine,1
role,showier,1
thing,own,1
thriller,outlandish,1
horror,enjoyable,1
switch,nice,1
extravaganzas,many,1
disappointment,late,1
disappointment,aged,1
up,simple,1
scale,exciting,1
scale,large,1
scale,patriotic,1
cohorts,creative,1
violence,palpable,1
terror,psychological,1
aplomb,great,1
crack,third,1
place,dark,1
place,interesting,1
decade,last,1
fun,gentle,1
delight,sheer,1
achievement,artistic,1
establishment,educational,1
expression,liberating,1
expression,musical,1
exercise,warm,1
horror,funny,1
market,up,1
others,many,1
sort,different,1
economy,japanese,1
horror,british,1
balance,perfect,1
charm,comic,1
moment,good,1
energy,boisterous,1
energy,oddball,1
sense,genuine,1
sense,heartfelt,1
specificity,real,1
sense,deeper,1
sense,refreshing,1
indies,other,1
piece,vivid,1
dramedy,uneven,1
dramedy,romantic,1
ideas,contradictory,1
attention,lavish,1
detail,visual,1
wit,dry,1
moments,creepy,1
tone,sad,1
triumph,miniature,1
drama,political,1
ideas,big,1
miscast,little,1
contender,presidential,1
acting,superlative,1
stuff,funny,1
stuff,entertaining,1
writer,australian,1
tale,convincing,1
boy,young,1
boy,laotian,1
home,new,1
origin,umphundredth,1
outsider,nerdy,1
fighter,unlikely,1
movie,definitive,1
life,everyday,1
footage,various,1
power,professional,1
appetite,unapologetic,1
appetite,sexual,1
development,emotional,1
hand,other,1
passion,nihilistic,1
plot,farfetched,1
story,recent,1
wait,long,1
comedy,tight,1
performances,excellent,1
touchstones,obvious,1
spice,contemporary,1
shot,final,1
relationships,real,1
bones,funny,1
lesson,fascinating,1
commercials,full,1
traditions,old,1
generations,different,1
community,digital,1
spirit,lovely,1
strengths,biggest,1
ability,unparalleled,1
story,direct,1
franchises,profitable,1
actress,half,1
actress,spanish,1
picture,touching,1
event,giant,1
ideas,vital,1
ideas,cinematic,1
confections,stagey,1
years,later,1
sadness,own,1
film,memorable,1
quality,more,1
comedies,spanish,1
biopic,strange,1
damage,devastating,1
return,welcome,1
movie,classic,1
comedy,musical,1
uplifts,edgy,1
uplifts,friendly,1
examination,methodical,1
blending,unusual,1
blending,mysterious,1
power,quiet,1
smiles,constant,1
filmmakers,few,1
addiction,sexual,1
director,british,1
comedy,accessible,1
concoction,rambunctious,1
retelling,stylish,1
retelling,modern,1
look,intriguing,1
assemblage,unlikely,1
guys,black,1
collaborator,longtime,1
handle,good,1
tension,scary,1
thrills,spooky,1
material,powerful,1
movie,bizarre,1
scenes,additional,1
scenes,few,1
attractions,main,1
watch,close,1
time,decent,1
film,uplifting,1
topic,difficult,1
cast,remarkable,1
tale,fascinating,1
wrestling,pro,1
animation,japanese,1
converts,few,1
effort,best,1
care,utmost,1
recreation,authentic,1
city,inner,1
movie,mediocre,1
stereotypes,predictable,1
charisma,irresistable,1
melodrama,shouty,1
mode,reviled,1
romantique,chasse,1
goodbye,nervous,1
goodbye,frustrated,1
comedy,absurd,1
comedy,riddled,1
realism,social,1
setup,classic,1
signposts,many,1
signposts,obvious,1
scope,intriguing,1
fury,flashy,1
job,amazing,1
thrilling,brutal,1
period,creative,1
period,low,1
gorefest,straightforward,1
elements,stereotypical,1
elements,romantic,1
approach,realistic,1
paintings,old,1
tickets,golden,1
acts,biggest,1
piece,derivative,1
reminder,robust,1
party,third,1
visuals,futuristic,1
performances,notable,1
storyline,compelling,1
mischief,certain,1
distance,philosophical,1
loveliness,magisterial,1
movie,effective,1
extravaganza,slick,1
fix,quick,1
fix,silly,1
fix,cinematic,1
values,macho,1
distinguishes,best,1
thrillers,other,1
thrillers,recent,1
thrillers,british,1
story,human,1
fissures,creative,1
performances,entire,1
fluff,easygoing,1
comedy,relaxed,1
comedy,light,1
movie,third,1
chapters,previous,1
comedy,gentle,1
heartwarming,more,1
folks,old,1
quality,fearsome,1
tensions,quiet,1
grabs,occasional,1
morality,simple,1
morality,black,1
budget,large,1
material,such,1
material,complex,1
material,thematic,1
drama,entertaining,1
actors,perfect,1
humour,loud,1
tone,humorous,1
sequences,great,1
relationship,complex,1
mobsters,russian,1
filmmaker,american,1
vision,challenging,1
audience,mainstream,1
funk,swampy,1
corruption,casual,1
prickliness,moral,1
novel,good,1
bursts,brief,1
novel,semiautobiographical,1
novel,unfinished,1
screen,best,1
pieces,intelligent,1
satire,british,1
shifts,jarring,1
issues,important,1
fan,serious,1
ride,effective,1
one,great,1
edit,tighter,1
allegory,absurdist,1
performance,heartfelt,1
way,fashioned,1
way,timeless,1
geeks,comic,1
effort,lesser,1
presence,hypnotic,1
pleasures,many,1
example,fine,1
time,old,1
fans,musical,1
pedigree,high,1
drama,ambiguous,1
fashion,slow,1
fashion,handed,1
mix,uneven,1
clichs,violent,1
boys,good,1
boys,ol',1
right,american,1
artist,true,1
exposition,brutal,1
script,efficient,1
resonance,real,1
compression,feverish,1
theater,great,1
conventions,pronounced,1
conventions,filmic,1
zoom,long,1
zoom,forward,1
nudity,brief,1
nudity,gratuitous,1
comedy,true,1
product,best,1
illustration,true,1
way,same,1
concept,fascinating,1
surprises,best,1
bands,big,1
year,past,1
performances,entertaining,1
figure,big,1
film,albanian,1
deaths,graphic,1
fertility,inevitable,1
performance,witty,1
mix,ingenious,1
entanglements,sexual,1
prognosis,dire,1
leader,individual,1
temperament,individual,1
paths,own,1
antidote,perfect,1
mythology,vampire,1
joke,great,1
drama,human,1
emphasis,bloody,1
emphasis,good,1
piece,bloody,1
piece,flawed,1
portrait,affectionate,1
takedown,sad,1
takedown,derisive,1
premise,intriguing,1
visuals,stellar,1
cast,good,1
product,final,1
artillery,heavy,1
narrative,careless,1
sequence,final,1
sequence,extended,1
sequence,extraordinary,1
product,finished,1
movie,finest,1
position,prominent,1
values,weak,1
look,fascinating,1
achievement,impressive,1
audiences,contemporary,1
entry,great,1
performances,fantastic,1
rhythm,drab,1
sequence,original,1
comdey,surreal,1
comdey,lucid,1
crisis,current,1
turns,clever,1
drama,stylish,1
bag,ambitious,1
bag,mixed,1
taste,definite,1
reflection,beautiful,1
actioner,solid,1
endeavors,best,1
ride,bumpy,1
one,rare,1
explanations,rational,1
journey,incredible,1
journey,humorous,1
celebration,nostalgic,1
catalog,fascinating,1
catalog,back,1
kind,simple,1
glass,unwashed,1
rhythm,somnambulant,1
understanding,collective,1
stuff,proficient,1
buttons,right,1
season,silliest,1
surprises,satisfying,1
production,original,1
country,entire,1
expert,turkish,1
boys,adolescent,1
boys,twin,1
machines,apathetic,1
adventure,grand,1
paradigm,whole,1
tech,high,1
monarchy,hereditary,1
drama,demented,1
characters,familiar,1
role,complex,1
strength,true,1
shock,true,1
episode,exhilarating,1
entry,enjoyable,1
performance,rangy,1
warriors,indian,1
soldiers,french,1
wallop,occasional,1
story,simple,1
time,simpler,1
audience,young,1
jeans,magic,1
fluff,pleasant,1
movie,greatest,1
dog,little,1
cameras,digital,1
talent,enough,1
documentary,factual,1
techniques,fictional,1
love,young,1
love,old,1
vengeance,quiet,1
experience,wide,1
experience,challenging,1
pool,conservative,1
wars,first,1
episode,super,1
episode,-,1
episode,long,1
unoriginality,former,1
question,real,1
graceless,effective,1
team,same,1
characteristics,same,1
backspin,sentimental,1
monster,green,1
directors,lesser,1
franchise,enjoyable,1
mandate,new,1
emotions,operatic,1
muscles,elastic,1
work,ingenious,1
attention,close,1
things,important,1
balance,good,1
lives,personal,1
ups,clever,1
window,proverbial,1
neon,bright,1
pretensions,other,1
phase,brilliant,1
phase,new,1
audience,female,1
colour,more,1
reportage,impressionistic,1
compositions,widescreen,1
shots,dramatized,1
footage,authentic,1
companions,human,1
class,personal,1
reality,unexpurgated,1
act,perfect,1
act,second,1
act,full,1
wonder,dark,1
pulse,slow,1
geek,inner,1
performances,naturalistic,1
roustabout,young,1
sets,sized,1
documentary,insightful,1
culture,american,1
films,insidious,1
character,lead,1
fantasy,endearing,1
story,naturalistic,1
thriller,psychological,1
vacationer,fellow,1
eccentricity,unabashed,1
turn,impressive,1
turn,dramatic,1
assessment,grim,1
circus,cruel,1
head,full,1
direction,right,1
play,dull,1
place,first,1
cast,stellar,1
footage,archive,1
display,full,1
comedies,american,1
roadblocking,negative,1
scripts,useless,1
work,affirmative,1
sport,great,1
case,classic,1
performance,incredible,1
vision,bold,1
portrait,precise,1
parts,interesting,1
approach,novel,1
scale,personal,1
tragedy,greater,1
tragedy,societal,1
spider,balletic,1
shoes,big,1
bore,full,1
stupidity,own,1
setting,subterranean,1
credibility,absolute,1
adaptation,stylish,1
thing,best,1
masterclass,true,1
task,easy,1
features,ensemble,1
object,fascinating,1
works,greatest,1
vigilante,urban,1
theses,feminist,1
life,full,1
class,angry,1
class,young,1
story,hideous,1
manner,engaging,1
goofiness,inherent,1
movies,boldest,1
youth,american,1
weirdness,usual,1
weirdness,perverse,1
mix,jubilant,1
love,true,1
quickie,surprising,1
system,political,1
business,whole,1
characters,amusing,1
characters,bitchy,1
performance,honest,1
match,perfect,1
style,documentary,1
cops,bad,1
strategy,strange,1
time,entire,1
goodbye,long,1
occasions,rare,1
promise,eastern,1
spirit,independent,1
ebullience,dreamy,1
ambition,low,1
values,great,1
format,d,1
sensations,holy,1
watchable,red,1
sense,visual,1
film,affectionate,1
film,respectful,1
course,main,1
comedy,delectable,1
comedy,new,1
years,worst,1
time,grim,1
history,recent,1
watch,sensational,1
princess,willed,1
satisfaction,complete,1
statement,nuanced,1
counter,smart,1
angels,quirky,1
movie,underrated,1
warfare,fictional,1
government,misguided,1
policy,fictional,1
jolt,shocking,1
feature,perfect,1
burn,profound,1
burn,interior,1
part,large,1
boffins,awkward,1
garages,own,1
tale,fantastical,1
world,online,1
pieces,exciting,1
dogfights,aerial,1
laughs,pure,1
laughs,monstrous,1
performances,central,1
effect,overall,1
reporting,less,1
issue,other,1
issue,major,1
issue,societal,1
film,important,1
statement,defiant,1
fable,original,1
realism,magic,1
measure,equal,1
movie,semi,1
takeover,bloody,1
movie,autobiographical,1
movie,micro,1
bells,obvious,1
masterpiece,finest,1
director,russian,1
preoccupation,long,1
perception,subjective,1
