aspect,opinion,count
levels,lower,1
time,10-year,1
rush,extended,1
heartthrob,interesting,1
fatale,homme,1
ex-soldier,penniless,1
talent,only,1
way,dour,1
yimou,[,1
melodrama,stunning,1
contrast,extreme,1
film,x-men,1
wikipedia,cracked-out,1
combat,slo-mo,1
schifrin,lalo,1
score,musical,1
film,unsatisfying,1
suite,executive,1
children,most,1
exit,nearest,1
segal,jonathan,1
deck,emotional,1
chaser,perfect,1
series,successful,1
look,high-energy,1
deadpan,satirical,1
story,rounded,1
face,new,1
earth,battlefield,1
species,same,1
powell,delightful,1
film,13th,1
addition,fantastic,1
obsession,unhealthy,1
lovers,diehard,1
disaster,ego-thumping,1
kids,solid,1
movies,alongside,1
laughs,biggest,1
camerawork,imaginative,1
thrills,electric,1
script,twisty,1
horrors,visceral,1
people,everyday,1
humor,plucky,1
cast,genial,1
warming,global,1
half,introductory,1
direction,excellent,1
script,witty,1
horror,pandemic,1
hardiman,neasa,1
feature,indie,1
pleaser,crowd,1
fable,romantic,1
horror,eccentric,1
monsters,human-munching,1
anxiety,deeper,1
film,hipper-than-thou,1
kid,death-obsessed,1
reminder,happy,1
script,fine,1
moments,keen,1
teacher,conscientious,1
experiment,lab,1
ideas,great,1
grotesquery,photographed,1
contrast,perfect,1
child-woman,naive,1
fighting,cynic,1
identity,unique,1
infuses,mulligan,1
practicality,unwavering,1
female,modern,1
heroine,screen,1
things,stupid,1
inspection,ripe,1
unrest,brotherly,1
actors,limited,1
thriller,indie,1
melodrama,uninvolving,1
finale,phony,1
departments,key,1
....,weird,1
wreck,total,1
wheel,daisy,1
glorification,reckless,1
life,thug,1
piece,unsteady,1
icons,familiar,1
adventure,new,1
artists,astonishing,1
century,20th,1
performer,iconic,1
wall,great,1
film,insensitive,1
audiences,non-israeli,1
aspects,seldom-seen,1
love,latter-life,1
portrait,multi-movie,1
drama,reflective,1
ways,small,1
ride,memorable,1
'70s,shaggy,1
suspense,terrific,1
spectacle,awesome,1
huffs,lassgard,1
story,simple,1
action,disposable,1
life,prosperous,1
inability,],1
entities,separate,1
jacinda,ubiquitous,1
production,feature-length,1
man,good,1
art,exploitation,1
undertaking,spiritual,1
thoughts,many,1
adventure,zippy,1
good,precious,1
drama,brutal,1
whimsy,sitcom-ish,1
eye,would-be,1
miner,angry,1
nonsense,delirious,1
jessica,best,1
waters,john,1
film,fantastic,1
energy,frantic,1
films,worst,1
murder,political,1
sex,illicit,1
scale,nuclear,1
spark,special,1
figures,cardboard,1
disney,tried-and-true,1
antihumanism,rampant,1
settings,futuristic,1
process,decision-making,1
sense,common,1
craftsmanship,solid,1
name,dreary,1
-with-a,gag-me,1
gulf,first,1
attitude,consistent,1
gay,youngish,1
bonus,added,1
values,cultural,1
chance,fighting,1
muschietti,andrés,1
adaptation,lush-looking,1
improvement,marked,1
shortcomings,same,1
material,original,1
scene,tasty,1
harmless,pretty,1
cast,fine,1
power,dramatic,1
myers,michael,1
product,irredeemable,1
triumph,accomplished,1
recognizing,worth,1
achievement,great,1
career,promising,1
flip,feminist,1
pie,american,1
lead,nuanced,1
stood,new,1
creation,grotesque,1
warning,eco-minded,1
roland,bloated,1
creation,emmerich,1
dialogue,clunky,1
stride,confident,1
picture,human-scaled,1
piece,special,1
film,easy,1
flavor,tarantino-esque,1
outing,first,1
crime-drama,corn-pone,1
movie,teen,1
representation,poor,1
themes,inherent,1
thriller,good,1
world,future,1
conversation,science-fictional,1
embodiment,figurative,1
vision,superior,1
skeletons,dusty,1
shooting,frenetic,1
drama,good,1
subject,fascinating,1
performance,reptilian,1
blast,welcome,1
begins,documentary,1
self-consciousness,naked,1
misanthropy,funny,1
misanthropy,sour,1
enterprise,slick,1
attempt,vacuous,1
life,purported,1
heroine,shallow,1
behaviour,caddish,1
story,provocative,1
exhilaration,self-assured,1
success,resounding,1
vivid,odd,1
imagination,visual,1
nightmare,freudian,1
dream,wet,1
dream,bad,1
factor,cool,1
approach,moral,1
injustice,absurd,1
mishmash,bombastic,1
comedy,generous,1
movie,high-incandescence,1
skeleton,near,1
moment,only,1
face,brave,1
commentary,pointed,1
legacy,cinematic,1
piece,typical,1
film,uncomfortable,1
fascination,gross,1
context,festival,1
antidote,valuable,1
workplace,lavish,1
wears,devil,1
loafers,intellectual,1
phones,mobile,1
hathaway,anne,1
letdown,total,1
james,45-year-old,1
document,fascinating,1
ambitions,artistic,1
characters,unlikable,1
hudson,kate,1
revenge,typical,1
mann,michael,1
cox,brian,1
movie,adventure,1
stories,true,1
paid,few,1
plot,more,1
narrative,hour-long,1
costumes,excellent,1
rendering,superb,1
update,gender-swapped,1
performances,ludicrous,1
actor,a-list,1
star,brilliant,1
kitten,adorable,1
performances,incredible,1
norton,ed,1
keaton,michael,1
wire,high,1
superhero,washed-up,1
insights,satirical,1
affair,wan,1
flourishes,art-cinema,1
res,medias,1
brainwashing,cultural,1
cia,black,1
republic,czech,1
obsession,romantic,1
conclusion,sappy,1
approach,primitive,1
stanton,dean,1
trajectory,emotional,1
wenders,wim,1
west,airy,1
gloss,topical,1
genre,shopworn,1
expressions,nervous,1
laugh,good,1
drama,intriguing,1
cassevetes,nick,1
director,good,1
charm,natural,1
wisdom,conventional,1
story,anti-establishment,1
crowd-pleaser,populist,1
magazine,mad,1
joke,promised,1
hymn,urban,1
lives,different,1
installment,final,1
predecessors,immediate,1
scenery,striking,1
burton,real,1
suit,monkey,1
movie,small,1
actor,big,1
cain,lumpen,1
filmmaker,would-be,1
reasons,wrong,1
movie,gnome,1
thriller,subpar,1
labor,shapiros,1
lives,own,1
cartoon,underrated,1
movie,clever,1
melodrama,fifties-style,1
mess,murky,1
path,winding,1
thing,small,1
resistance,least,1
men,old,1
freedom,religious,1
exasperation,obvious,1
government,chinese,1
guys,other,1
film,balanced,1
awake,wide,1
coma,beauty-induced,1
swirl,non-stop,1
resonance,sociological,1
wives,first,1
hollywood,glamorous,1
charisma,enough,1
result,particular,1
recipe,ever-seductive,1
gadgets,innovative,1
women,beautiful,1
combination,horrible,1
waste,spectacular,1
boat,fast,1
sense,wicked,1
footing,comic,1
marvel,best,1
movie,universe,1
victory,major,1
affair,low-budget,1
gruesome,pretty,1
fascination,perverse,1
message,moral,1
concoction,mushy,1
romance,mainstream,1
classic,new,1
genre,sci-fi,1
genre,half-decent,1
thriller,mob,1
zealander,new,1
world,fantasy,1
armies,giant,1
landscapes,spectacular,1
worlds,entire,1
knack,happy,1
story,short,1
performance,extended,1
performers,comic,1
content,sexual,1
cast,relaxed,1
ethics,apparent,1
comedy,current,1
superficiality,scant,1
whirligig,whimsical,1
metal,salvaged,1
giants,weapons-making,1
animation,dazzling,1
friendships,unlikeliest,1
history,cinema,1
family,instant,1
beans,human,1
level,higher,1
tame,pretty,1
story,fish-out-of-water,1
performances,intense,1
issues,current,1
rap,climactic,1
star,oddest,1
loren,barbie-doll/sophia,1
installment,newest,1
footing,correct,1
subject,same,1
artist,revealing,1
cliche,satanic,1
cams,shaky,1
teenager,undereducated,1
feels,arrival,1
shots,composed,1
narrative,traditional,1
element,thematic,1
addition,significant,1
scenes,video-game,1
wit,nostalgic,1
slog,dreary,1
homage,note-perfect,1
writer/director,[,1
audience,mature,1
moments,a-ha,1
running,82-minute,1
latifah,queen,1
action,droopy,1
crime,teen,1
chocolate,enough,1
city,dark,1
explanation,more,1
lack,relative,1
relief,surprising,1
audiences,21st-century,1
elements,positive,1
elements,technical,1
concussion,[,1
movie,a-grade,1
material,c-grade,1
execution,self-conscious,1
avoids,mehta,1
people,more,1
savagery,subtle,1
men,inhuman,1
motives,personal,1
art,high,1
guardian,fictionalized,1
rescues,post-hurricane,1
operations,search-and-rescue,1
rescues,dramatic,1
action,explosive,1
plot,decent,1
start,good,1
beast,tenacious,1
surprise,pleasant,1
piece,triumphal,1
vitus-dance,st.,1
snore,contagious,1
element,human,1
joy,rambunctious,1
action,baritone-voiced,1
choices,risk-averse,1
trends,current,1
conclusion,technological,1
corniness,own,1
kind,right,1
adams,amy,1
performance,meticulous,1
keane,margaret,1
piece,emotional,1
proud,doyle,1
revisionist,other,1
sherlock,young,1
right,much,1
games,titular,1
thriller,dystopian,1
beasts,winged,1
horror,sci-fi,1
allure,seductive,1
romance,classic,1
rawness,immense,1
firmament,character-driven,1
idea,worse,1
effects,superb,1
aesthetics,traditional,1
flowers,hua,1
excess,music-video,1
asians,rich,1
pleasure,escapist,1
divergent,[,1
visuals,slick,1
cast,top,1
hunger,second-rate,1
thriller,serial-killer,1
import,australian,1
dull,little,1
rim,pacific,1
things,proof,1
time,second,1
bit,gauzy,1
sitcom,simplistic,1
hosers,yoga,1
directions,uncomfortable,1
majority,vast,1
soundtrack,great,1
cast,wonderful,1
movie,terrible,1
biopic,awful,1
power,nitroglycerine,1
series,spectacular,1
stunts,not-so-spectacular,1
celebrity,pointless,1
script,one-note,1
hilarity,potential,1
surprise,happy,1
shines,latifah,1
screwball,classic,1
chronicle,a-to-b-to-c,1
points,many,1
lineup,impressive,1
sabotage,proudly,1
people,good,1
locations,interesting,1
getty,like,1
spark,genuine,1
family,sweet,1
insight,enough,1
process,thought,1
exercise,technical,1
tries,nolan,1
esoterica,cosmic,1
tussle,father-daughter,1
movies,visionary,1
vision,bigger,1
glance,surface-level,1
analysis,meaningful,1
cast,only,1
village,lost,1
career,young,1
manners,good,1
films,past,1
cast,decent,1
thriller,scary,1
genius,post-modern,1
cartoon,original,1
supporting,strong,1
strings,chucky,1
asides,humorous,1
shock,knee-jerk,1
mess,dull,1
point,focal,1
banality,soporific,1
group,small,1
slashers,american,1
job,hatchet,1
performance,charming,1
movie,artful,1
campiness,early,1
calm,eye-of-the-storm,1
grindhouse,over-the-top,1
suspense,taut,1
brutality,visceral,1
deniro,great,1
predominance,total,1
narcissism,pure,1
mutt,tangled-haired,1
guidance,more,1
'quirkiness,free-range,1
paths,well-worn,1
routine,cops-and-psycho-killer,1
mainstream,date-night,1
admiration,much,1
dirty,few,1
news,pertinent,1
thing,right,1
chamber,terrific,1
rush,geoffrey,1
whimsicality,showy,1
maestro,mercurial,1
line,red,1
evidence,ample,1
shape,final,1
nobility,eroded,1
performers,gifted,1
emotions,precise,1
narrator,the-dupe-as-duper,1
analogy,anthropological,1
falk,brian,1
setting,monotonous,1
cool,pretty,1
zombie,apocalyptic,1
tone,general,1
dictator,fuzzy,1
experience,romantic,1
moral,wonderful,1
characters,unconnected,1
situations,disparate,1
manifestos,not-so-famous,1
quality,painterly,1
speed,other,1
rhythm,balletic,1
through-lines,narrative,1
survey,freshmen-level,1
agriculture,american,1
blend,good,1
spot,right,1
moments,clever,1
entertainment,requisite,1
biopic,feature-film,1
aspirations,higher,1
goldsman,akiva,1
perspective,own,1
feature,commercial,1
python,monty,1
grail,holy,1
lawyer,parisian,1
life,picture-perfect,1
journey,suspenseful,1
detours,emotional,1
directs,lisecki,1
witless,pretty,1
sent,theologian,1
figure,charismatic,1
car,better,1
film,documentary,1
ground,familiar,1
charms,hidden,1
peregrine,miss,1
blame,historical,1
flashbacks,perfume-ad,1
days,idyllic,1
andrew,expect,1
webber,lloyd,1
sheen,blue,1
movie,pleasant,1
man,rich,1
premise,fascinating,1
warner,old-fashioned,1
material,genetic,1
approach,short-term,1
boys,lost,1
picture,missing,1
reflections,uncomfortable,1
viewers,many,1
election,dire,1
film,ridiculous,1
sign,first,1
direction,art,1
romance,life-long,1
movie,boring,1
action,unclear,1
buddy,so-so,1
fleder,gary,1
violence,over-the-top,1
stiffs,well-dressed,1
bar,velvet,1
study,protracted,1
thing,nicest,1
people,familiar,1
send-up,subversive,1
service,secret,1
excitement,high-octane,1
plot,much,1
takeaways,vital,1
explorations,staggering,1
evils,horrible,1
bullsh,complete,1
eckhart,aaron,1
names,biggest,1
testament,enduring,1
trouble,inevitable,1
anonymity,doughy,1
scale,extraordinary,1
drama,historical,1
work,better,1
body,weird,1
idea,modest,1
feels,black,1
report,vital,1
sort,intense,1
experience,professional,1
balance,better,1
contemplation,meditative,1
spills,big-screen,1
crews,worse,1
joaquin,great,1
makeup,award-winning,1
misfires,doubtful,1
barriers,ethnic,1
heroes,unsung,1
war,standard,1
predictability,tiresome,1
tricks,cheap,1
thriller,brilliant,1
characters,cracked,1
idea,good,1
reasons,hundred,1
lynch,favorite,1
woozy,own,1
way,beautiful,1
way,moribund,1
thrill,paranoid,1
century,twenty-first,1
tale,survival,1
beauty,harsh,1
look,monumental,1
twist,preposterous,1
conflict,religious,1
story,main,1
feud,deadly,1
farmer,cattle,1
thrust,political,1
spectacle,gory,1
logic,little,1
movie,rocky,1
relief,mild,1
work,brutal,1
weirdness,grand,1
desolation,dire,1
minds,creative,1
installment,third,1
trilogy,teen,1
comedy,sweet,1
view,tragic,1
films,greatest,1
minds,simple,1
world,jurassic,1
comedian,great,1
comedies,finest,1
flavour,international,1
vincenzo,fast,1
celebration,quiet,1
pursuit,dogged,1
check,necessary,1
kind,worst,1
fun,idiot,1
story,accident-prone,1
look,satirical,1
amount,massive,1
fulfilment,wish,1
alternative,fine,1
fun,furious,1
mikey,cameraman,1
parts,dangerous,1
look,vertigo-inducing,1
climb,dangerous,1
solo,free,1
rush,real,1
acting,gifted,1
parts,smallest,1
mix,good,1
discourse,intelligent,1
shots,long,1
premise,elegant,1
guessing,nervy,1
title,brainy,1
mountain,dumb,1
bit,stellar,1
night,late,1
cable,basic,1
years,few,1
kids,same,1
killer,masked,1
side,broad,1
seth,[,1
wiring,mental,1
squirrel,hyperactive,1
commentary,saddest,1
newton,wayne,1
kitsch,full-on,1
showing,poor,1
base,certain,1
crush,blue,1
crazy,bat-bleep,1
tale,dog,1
peril,realistic,1
way,floundering,1
film,peculiar,1
parts,slow,1
break-ins,multiple,1
cutting,rapid-fire,1
strokes,broad,1
pageantry,surreal,1
showdown,astrodome,1
strangeness,barren,1
events,bizarre,1
conceit,provocative,1
construction,formal,1
charm,goofy,1
man,wrong,1
film,overall,1
experience,cathartic,1
richard,early,1
structure,considered,1
context,emotional,1
life,self-defined,1
banquet,seven-course,1
rocks-you,pop,1
while,little,1
effect,initial,1
kasdan,jonathan,1
drama,[,1
celebration,down-and-dirty,1
breed,different,1
superstud,costumed,1
certainty,american,1
man,decent,1
things,indecent,1
fuzzypants,mister,1
fashion,epistolary,1
nerd,plucky,1
dramas,comic,1
skill,such,1
detail,aesthetic,1
extent,large,1
flag,patriotic,1
men,honest,1
progress,much,1
level,societal,1
leader,fearless,1
choreography,stunning,1
versus,lola,1
excels,maiden,1
sports,suspenseful,1
strength,biggest,1
character,warts-and-all,1
crew,maiden,1
cultures,mixed,1
boy,twelve-year-old,1
hedebrant,kåre,1
leandersson,lina,1
audiences,older,1
movie,childish,1
weapons,cool-looking,1
drama,offbeat,1
babymaking,modern,1
laughs,great,1
premise,flimsy,1
director,lean-and-mean,1
violent,overly,1
film,notorious,1
variation,scant,1
puzzle,human,1
comfort,common,1
story,nice,1
spellbinder,genuine,1
example,strong,1
storytelling,visually-dependant,1
work,bewitching,1
power,collective,1
potential,untapped,1
despair,existential,1
credulity,emotional,1
exchanges,lovely,1
court,brilliant,1
court,individual,1
labyrinthine,laborious,1
society,indian,1
awe,same,1
author,swedish,1
performances,tremendous,1
outlook,positive,1
meal,great,1
days,earth,1
planet,tiny,1
combination,state-of-the-art,1
wirework,kong-style,1
confidence,agreeable,1
work,cinematic,1
people,ever-warring,1
doll,evil,1
charm,surprising,1
rapport,easy,1
locale,exotic,1
serkis,andy,1
performances,cgi-enhanced,1
feat,easy,1
sparrow,red,1
sense,perfect,1
drama,engrossing,1
shot,best,1
films,edited,1
confection,chick-flick,1
fire,enough,1
roles,different,1
gaga,lady,1
empowerment,actual,1
sex,phony,1
director,indie,1
movie,marvel,1
sitcom,dispensable,1
opportunities,other,1
kind,same,1
set,smart,1
dunham,lena,1
star,serious,1
portrait,earnest,1
artist,influential,1
times,more,1
ground,infertile,1
experience,human,1
lessons,few,1
love,tough,1
audiences,hormone-raging,1
peers,on-screen,1
films,accomplished,1
supervillains,best,1
exploitation,late-night,1
aftertaste,sour,1
screenwriting,sensitive,1
re-telling,spirited,1
thriller,terrific,1
antidote,ultimate,1
superhero,bloated,1
circus,former,1
obra,uma,1
pouco,uma,1
artist,individual,1
plot,disjointed,1
metaphors,visual,1
one,dull,1
attempt,failed,1
cinema,fine,1
newcomers,relative,1
stars,stale,1
leterrier,louis,1
screenwriters,mercenary,1
clunker,mytho-fantastical,1
warming,computer-enhanced,1
hint,tiny,1
inversion,subtle,1
women,ecstatic,1
competition,youthful,1
awareness,social,1
drama,routine,1
performers,talented,1
brilliance,comedic,1
projects,worthy,1
sob-o-rama,sappy,1
peter,own,1
pap,follow-your-heart,1
stray,odd,1
news,fabulous,1
pneumonia,double,1
action,frantic,1
ideals,fractured,1
word,last,1
moviemaking,biblical,1
flair,rare,1
charm,spasmodic,1
ballad,poetic,1
spacek,sissy,1
narration,affectless,1
drama,high-stakes,1
universe,familiar,1
references,satiric,1
aspects,absurd,1
cinema,korean,1
fright,over-the-top,1
exiting,much,1
piece,fun,1
songs,wonderful,1
script,outstanding,1
huzzahs,particular,1
nic,expressive,1
entertainment,all-out,1
stretches,early,1
ulliel,gaspard,1
beauty,statuesque,1
feature,post-2008,1
harangue,outraged,1
splatter,discerning,1
ambitions,outsized,1
plot,familiar,1
allowances,necessary,1
ride,exhilarating,1
form,vengeful,1
*,s,1
characterizations,stereotypical,1
production,strange,1
homework,much,1
study,psychological,1
mother,neglectful,1
redemption,spiritual,1
inside,alive,1
statement,radical,1
exploration,cinematic,1
services,secret,1
technologies,new,1
concoctions,whimsical,1
beauty,nightmarish,1
mirror,clear,1
romcom,likable,1
themes,sexual,1
message,ultimate,1
actor,hyperkinetic,1
enforcer,six-and-a-half-foot,1
lovers,star-crossed,1
appeal,considerable,1
chemistry,palpable,1
beowful,[,1
hybrid,bizarre,1
grendel,half-demon,1
intrigue,online,1
encounters,bizarre,1
subplots,dead-ended,1
time,26-minute,1
niggling,few,1
section,bolted-on,1
originality,animated,1
vigalondo,nacho,1
drama,realistic,1
streak,big,1
embodiment,full,1
grimace,sad,1
curiosity,watchable,1
discourse,political,1
human,complex,1
half-hour,final,1
premise,initial,1
drama,gritty,1
dimensions,moral,1
interests,best,1
judgment,poor,1
today,rare,1
commando,israeli,1
projects,what-were-they-thinking,1
talent,good,1
display,bad,1
david,wish,1
kind,brutal,1
insanity,inspired,1
version,french,1
hollwood,botched,1
outburst,occasional,1
high-jinks,ungentlemanly,1
moments,few,1
thriller,tense,1
path,well-trodden,1
rocker,convincing,1
masterpiece,multi-layered,1
ex-con,recently-paroled,1
biopic,usual,1
subject,great,1
actor,great,1
thrillers,sci-fi,1
movie,fictional,1
events,true,1
animation,respected,1
triumph,creative,1
movie,spiritual,1
ends,loose,1
passion,secular,1
film,empty,1
monster,great,1
humor,unexpected,1
dynamo,human,1
parlance,modern,1
riddle,impossible,1
legend,new,1
lingo,johnny,1
excitement,visceral,1
commentary,socio-political,1
voices,loud,1
vulgarities,mild,1
punchlines,actual,1
stop-motion,wonderful,1
note,definite,1
asides,quirky,1
path,curious,1
tony,writer-director,1
paces,'hood-film,1
aspect,compelling,1
subtext,dark,1
cloak,heavy-handed,1
environment,hostile,1
shoes,red,1
crime,retro-cool,1
movie,godzilla,1
grandeur,particular,1
folk,popular,1
point,definitive,1
treatment,objective,1
tone,nasty,1
beauty,mysterious,1
satire,serious,1
bons,sassy,1
photography,uninspired,1
streetlights,bokeh-effect,1
drum,own,1
passages,latter,1
waste,lamest,1
progress,racial,1
history,shameful,1
gamble,big,1
budget,big,1
pace,glacial,1
juxtaposition,piquant,1
location,nigerian,1
carpenter,late-career,1
accomplishments,celebrated,1
film,revolutionary,1
buñuel,anecdotal,1
action,edge-of-seat,1
movie,horror,1
experiences,interesting,1
t,[,1
locales,authentic,1
job,workmanlike,1
turn,double,1
presence,screen,1
capture,'motion,1
avatar,animated,1
revisionism,historical,1
crises,national,1
tale,comatose,1
ideas,bad,1
diversion,worthwhile,1
thriller,future-noir,1
action,violent,1
affront,worst,1
molina,alfred,1
lithgow,john,1
tale,whimsical,1
fate,awful,1
tropes,cinematic,1
effect,dramatic,1
debate,relevant,1
entertainment,escapist,1
nature,emphatic,1
drafts,different,1
hit,recent,1
road,middle-aged,1
hogs,wild,1
mileage,comic,1
men,heterosexual,1
men,other,1
high,sky,1
singles,plastic-wrapped,1
casting,central,1
suspense,consistent,1
cliches,genre,1
material,such,1
epic,pretended,1
tucker,chris,1
tale,human,1
ladies,old,1
children,little,1
things,rude,1
briton,brilliant,1
jump,amy,1
text,perfect-fitting,1
ballard,jg,1
high-rise,novel,1
act,last,1
message,passionate,1
scenes,melodramatic,1
eyes,bugged-out,1
mouths,open,1
acting,standard,1
genre,horror/fantasy,1
executives,dc,1
constantine,john,1
assault,horrid,1
documentary,provocative,1
relationship,central,1
parts,later,1
conspiracy,routine,1
man,yes,1
campus,latest,1
godard,jean-luc,1
performances,finest,1
john,real-life,1
eccentric,wealthy,1
wrestling,own,1
children,cherished,1
w,[,1
storytellers,greatest,1
boy,teen,1
everyone,much,1
anchors,treasure-,1
family,irresistible,1
adventure,friendly,1
adaptations,live-action,1
filmmakers,most,1
television,kitschy,1
culture,celebrity-mad,1
enquirer,national,1
weddings,most,1
jokes,same,1
stylization,impressionistic,1
hopes,high,1
son,nobel,1
survival,no-mercy,1
decisions,directorial,1
medieval,foul-mouthed,1
debate,political,1
plot,obvious,1
energy,melancholic,1
veins,rich,1
philosophy,down-home,1
movies,american,1
hostility,ethnic,1
offer,best,1
palimpsest,cinematic,1
performances,crafted,1
echoes,choral,1
score,wondrous,1
forgery,perfect,1
fun,quite,1
vehicle,rom-com,1
dresses,pretty,1
pleasures,modest,1
lunacy,violent,1
strahovski,yvonne,1
character,useless,1
thing,first,1
mess,convoluted,1
running,reasonable,1
piece,ensemble,1
film,uncompromising,1
stuff,vampire,1
ideas,new,1
veterans,skilled,1
grandchildren,teenage,1
kids,younger,1
history,natural,1
depicts,whale,1
conflict,deep-seated,1
action,frenetic,1
movie,simple,1
entertainment,seasonally-themed,1
gift,exact,1
movie,original,1
blockbuster,industry-realigning,1
risks,massive,1
sadness,deep,1
paranoid,usual,1
casting,perfect,1
simon,iconic,1
hollywood,common,1
messages,jingoistic,1
sentiment,noble,1
history,bloody,1
ambiguity,moral,1
failure,ultimate,1
politics,unilateral,1
star,repulsive,1
story,fictional,1
brother,kid,1
wes,low-rent,1
intentions,best,1
shiver,single,1
finds,undefeated,1
perspective,intimate,1
miracles,touchdown,1
demons,got,1
circumstances,mysterious,1
football,inspirational,1
one-liners,sassy,1
entertainment,wonderful,1
somali,crazy,1
dirge,solemn,1
aura,oppressive,1
shocker,polymorphous,1
fables,bewitching,1
movies,*,1
schipper,sebastian,1
berlin,present-day,1
tale,moral,1
drama,girl-empowerment,1
adaptation,cultural,1
combat,marital,1
depression,profound,1
live-action,popular,1
life,theatrical,1
england,elizabethan,1
absence,complete,1
movie,anonymous,1
horror,modern,1
documentary,extraordinary,1
stories,great,1
performance,vibrant,1
clemons,kiersey,1
landscapes,urban/tropical,1
backdrop,carnival,1
romance-adventure,smart,1
bob,classic,1
example,sad,1
masters,old,1
inanity,sleazy,1
cornerstone,classic,1
vague,nouvelle,1
weird,outlandishly,1
michael,possessed,1
mastery,digital,1
ode,neurotic,1
screwup,universal,1
movie,heartwarming,1
enterprise,overall,1
show,daily,1
alarming,little,1
movie,girl-gang,1
posturing,macho,1
films,french,1
haine,la,1
film,awful,1
fun,pretty,1
provocation,strained,1
veterans,farhadi,1
sajjadi,farid,1
man,human,1
works,schumacher,1
script,smart,1
relationships,modern,1
training,survival,1
interaction,human,1
narration,minimal,1
style,directorial,1
lives,inner,1
entertainment,fantastic,1
drummer,different,1
precipice,jagged,1
civilization,western,1
movies,green,1
actor,irish,1
job,impressive,1
chronicle,mere,1
events,current,1
truths,emotional,1
lines,front,1
romances,screen,1
assassin,old,1
character,gripping,1
thriller,unexpected,1
script,complex,1
issues,unresolved,1
mess,unfocused,1
remake,nostalgic,1
person,third,1
stumble,artistic,1
substance,real,1
thunderbirds,rehashed,1
anime,japanese,1
choke,possible,1
tale,batman,1
buddy,dum-dum,1
abandon,silly,1
themes,serious,1
personalities,meatiest,1
types,larger-that-life,1
oddball,perfect,1
attention,immediate,1
pace,solid,1
popcorn,perfect,1
excitement,genuine,1
amounts,minimal,1
titillation,guilty-pleasure,1
grit,true,1
turn,larger-than-life,1
topples,outright,1
r,[,1
jerk,alcoholic,1
frame,final,1
hopkins,anthony,1
bunch,better,1
thomas,bad,1
cash,incomprehensible,1
efforts,successful,1
monsters,little,1
gay,better-than-average,1
camp,old,1
work,profound,1
intertextuality,nerdy,1
crime,ironic,1
mess,tedious,1
film,same,1
ideas,recycled,1
kind,fourth,1
openings,effective,1
boll,uwe,1
ed,latter-day,1
john,action-sytlish,1
john,horror-ific,1
film,fine,1
six-shooter,narrative,1
feature,impressive,1
josh,director-screenwriter,1
look,nuanced,1
behavior,human,1
fable,dystopian,1
cat-and-mouse,tense,1
pacing,sluggish,1
whigham,shea,1
thriller,smart,1
zeitgeist,much-anticipated,1
caricature,unabashed,1
production,fine,1
ideas,revelatory,1
way,funny,1
nicholson,wildman,1
death,accidental,1
discovery,accidental,1
seriousness,own,1
contemplation,],1
payami,],1
charm,retro,1
technology,heavy,1
effort,fine,1
message,sweet,1
watch,i,1
audience,public,1
metaphor,apt,1
film,ambitious,1
performance,strong,1
ideas,high-concept,1
bag,popcorn,1
cop,well-built,1
f/x,special,1
kurtzman,robert,1
affair,tepid,1
disaster,utter,1
kind,rudimentary,1
lane,diane,1
movie,feelgood,1
movie,feelgreat,1
amount,impressive,1
attack,incomprehensible,1
guy,big,1
bits,scary,1
collection,simple,1
turf,familiar,1
adolescence,awkward,1
iñárritu,other,1
magazine,weighty,1
director,french,1
cantet,laurent,1
piece,fresh,1
cinema,optimist,1
film,useless,1
existence,mere,1
story,shallow,1
circumstances,possible,1
translation,forgettable,1
belief,central,1
adaptation,decent,1
paragraph,previous,1
horror,rare,1
grandeur,bombastic,1
pageantry,cinematic,1
telling,imaginative,1
ultra-violence,general,1
change,unwelcome,1
almighty,bruce,1
summer,wrong,1
guy,stereotypical,1
depths,fantasy,1
mother-fixation,major,1
amalgam,impactful,1
sex,inflatable,1
path,idiosyncratic,1
style,real,1
half-decade,past,1
zealand,new,1
film,importantly-compelling,1
cult,great,1
advice,acting,1
saying,bavarian,1
performance,memorable,1
interviews,intense,1
personnel,female,1
assault,sexual,1
espionage,action-packed,1
rewarding,more,1
morel,pierre,1
writing,thoughtful,1
subject,tough,1
power,emotional,1
fat,never-ending,1
serve,words/music,1
poop,enough,1
moments,inspirational,1
menu,standard,1
benefits,ancillary,1
force,emotional,1
hammerhead,cartoonish,1
membrane,tear-soaked,1
smoke,star-power,1
jokes,decent,1
plot,too-predictable,1
attention,right,1
topic,unsexy,1
section,rhythm,1
parody,allen-ish,1
throwback,old-school,1
comedy,uproarious,1
knock-off,narrative,1
key,last,1
installment,weakest,1
sandler,kid-targeted,1
footage,found,1
contribution,modern,1
hours,late,1
mish-mash,horrific,1
number,large,1
ends,dead,1
moves,right,1
tightrope,delicate,1
moments,comedic,1
comedy,hilarious,1
hippies,things-,1
film,recent,1
homage,fun,1
hollywood,post-war,1
bath,warm,1
water,hot,1
time,long,1
one,right,1
aspects,messy,1
screenplay,solid,1
film,tasteless,1
whoop,big,1
flashbacks,many,1
cast,star-studded,1
things,transgressive,1
judgment,unjust,1
justine,shame,1
running,overlong,1
affair,dull,1
action,exceptional,1
craftsmanship,intricate,1
breakdown,mental,1
hour,rush,1
films,successful,1
entertainment,mindless,1
dull,],1
family,wholesome,1
glasses,3-d,1
drama,classic,1
