aspect,opinion,count
entertainment,fleeting,1
comedy,misbegotten,1
paste,more,1
premise,great,1
comedy,risky,1
comedy,inventive,1
slapstick,corny,1
glum,grim,1
analysis,final,1
standard,better,1
predecessor,superior,1
humour,more,1
climax,best,1
climax,schmaltzy,1
game,strange,1
game,awful,1
game,awesome,1
flick,standard,1
moms,fierce,1
sentimentality,gentle,1
choice,wrong,1
hero,ostensible,1
mess,draggy,1
theatrics,broad,1
theatrics,comic,1
product,minor,1
remade,classic,1
movie,forgettable,1
figures,close,1
trite,many,1
trite,questionable,1
trite,wearisome,1
throwback,passable,1
violence,boring,1
picture,gloomy,1
picture,serious,1
cappuccino,frothy,1
embraces,cathartic,1
substance,little,1
mess,confused,1
fiction,good,1
movie,schlocky,1
chuckles,mild,1
places,many,1
endeavors,mythological,1
relief,small,1
character,vulnerable,1
characters,worthwhile,1
characters,new,1
scares,memorable,1
fans,sharp,1
fans,reboot,1
',such,1
bits,brilliant,1
clearing,ostentatious,1
clearing,philosophical,1
strain,unseemly,1
fusion,awkward,1
cameo,customary,1
creek,certain,1
creek,unnamed,1
obligation,hearted,1
territory,familiar,1
attempt,valiant,1
embracing,constant,1
caricatures,rural,1
crime,main,1
cast,great,1
lady,leading,1
kind,weird,1
pictures,most,1
idea,noble,1
piece,effective,1
shop,cheap,1
case,insufferable,1
tics,nervous,1
movies,old,1
seasons,few,1
things,better,1
channels,more,1
mortals,mere,1
inane,uninspired,1
humor,repetitive,1
flick,predictable,1
film,routine,1
look,deep,1
sexuality,young,1
sexuality,male,1
circumstances,similar,1
circumstances,cinematic,1
tale,tedious,1
tale,predictable,1
hope,human,1
teenagers,privileged,1
teenagers,white,1
nature,serious,1
incidents,beloved,1
incidents,historical,1
parade,repellent,1
recruitment,military,1
film,actual,1
displays,superficial,1
level,funny,1
zone,guilty,1
accents,russian,1
meerkats,most,1
punch,feminist,1
gentleman,renowned,1
enterprise,whole,1
step,wrong,1
plot,sentimental,1
title,catchy,1
movie,nice,1
complex,industrial,1
goal,apparent,1
thrills,visceral,1
camerawork,athletic,1
screen,unappealing,1
points,low,1
messagey,sappy,1
movie,alien,1
conditions,very,1
example,prime,1
plot,dazzling,1
plot,thin,1
disservice,huge,1
remains,skeletal,1
enemies,mortal,1
comedy,sleek,1
reading,first,1
awfulness,sheer,1
awfulness,ponderous,1
thriller,serviceable,1
mess,implausible,1
pros,old,1
moment,single,1
mix,uneasy,1
sadness,unrealized,1
wind,empty,1
thrillers,outrageous,1
trouble,much,1
video,cute,1
material,enough,1
price,full,1
version,slapdash,1
adolescents,spoiled,1
institution,mental,1
thriller,credible,1
promise,ferocious,1
character,lead,1
mixture,jarring,1
sociology,graphic,1
drama,quiet,1
drama,domestic,1
values,decent,1
text,inert,1
dialogue,banal,1
understanding,little,1
bomb,spectacular,1
shit,same,1
shit,old,1
question,nagging,1
thought,little,1
comedy,unchallenging,1
output,recent,1
character,quirky,1
film,american,1
focus,damaging,1
tone,breezy,1
time,entire,1
rot,fragrant,1
debut,disappointing,1
debut,post,1
debut,-,1
debut,potter,1
chiller,creaky,1
lust,immature,1
lust,creative,1
figure,bland,1
figure,literary,1
truth,contrarian,1
thriller,spare,1
flavor,little,1
romance,deodorized,1
personalities,unpretentious,1
thriller,absurd,1
palette,sumptuous,1
palette,visual,1
heart,little,1
comedy,lighthearted,1
musicals,superior,1
guy,swell,1
parade,endless,1
episode,longest,1
fun,childish,1
hitter,favorite,1
thorns,old,1
horror,classic,1
level,visceral,1
construction,snooty,1
film,second,1
years,recent,1
hairdressing,competitive,1
house,overbuilt,1
guffaw,first,1
hit,miss,1
examination,great,1
examination,dramatic,1
resonances,weird,1
remake,tedious,1
mocking,esque,1
exercise,fatuous,1
premise,exciting,1
performances,lifeless,1
stupidity,general,1
stupidity,directorial,1
hours,nice,1
beats,emotional,1
film,personal,1
kids,lightweight,1
appreciation,extra,1
comedies,disastrous,1
emotion,genuine,1
sequences,unremarkable,1
queerness,bold,1
nihilism,bleak,1
film,original,1
wrinkle,new,1
idea,new,1
cataclysm,giant,1
moment,current,1
inquiry,journalistic,1
jokes,silly,1
soundtrack,overbearing,1
word,better,1
movie,appealing,1
movie,innocuous,1
spinning,constant,1
feature,full,1
melodrama,insipid,1
melodrama,academic,1
allegory,predictable,1
allegory,parable,1
boot,full,1
character,superficial,1
sameness,such,1
sameness,unrelenting,1
premise,creepy,1
pot,ludicrous,1
path,weird,1
joe,good,1
fans,hardcore,1
standards,low,1
laughs,quick,1
tears,cheap,1
classic,next,1
river,lazy,1
return,curious,1
archetype,paradigmatic,1
conclusion,improbable,1
act,boring,1
moment,iconic,1
bag,unconvincing,1
behaviors,unmotivated,1
payoffs,unearned,1
payoffs,emotional,1
stab,misguided,1
credibility,indie,1
drama,bizarre,1
drama,surreal,1
drama,salacious,1
taboos,ultimate,1
concept,compelling,1
concept,metaphysical,1
example,derivative,1
mayhem,incoherent,1
assortment,modest,1
moments,comic,1
lull,unbearable,1
thing,surprising,1
climax,tired,1
galore,more,1
work,anarchistic,1
sort,muddled,1
standards,high,1
narrative,illogical,1
narrative,visible,1
twist,final,1
ethics,oversimplified,1
scene,big,1
mothers,exhausted,1
freakiness,finesse,1
efforts,committed,1
cast,solid,1
fumbling,unable,1
critique,social,1
decade,past,1
story,interesting,1
film,forgettable,1
scale,human,1
emotions,recognizable,1
match,poor,1
class,english,1
lines,plausible,1
kicks,cutesy,1
wink,knowing,1
tale,functional,1
schoolboys,public,1
biopic,effective,1
biopic,literary,1
muscles,morbid,1
temperature,wrong,1
pedaling,soft,1
twists,preposterous,1
achievements,technical,1
imagination,fertile,1
film,uneven,1
ups,crazy,1
hour,laboured,1
hour,larded,1
machinations,typical,1
climaxes,multiple,1
climaxes,overblown,1
laughs,nice,1
cast,charismatic,1
roles,clichd,1
ethos,referential,1
vision,insular,1
fringe,lunatic,1
beings,superior,1
feet,few,1
thumbs,opposable,1
war,cold,1
scrape,latest,1
film,gloomy,1
family,dysfunctional,1
cast,gifted,1
names,big,1
dose,concentrated,1
child,misbehaving,1
people,only,1
date,dirty,1
connectivity,cyber,1
lines,few,1
school,private,1
administrator,snooty,1
caper,ludicrous,1
stirrer,disingenuous,1
spray,arterial,1
word,coagulated,1
word,generic,1
age,postmodern,1
age,post,1
age,-,1
age,ironic,1
exercise,slight,1
card,funny,1
bits,stupid,1
leads,charming,1
costars,unfaithful,1
drama,uneven,1
abuse,domestic,1
muddles,enough,1
farce,french,1
sitcom,middling,1
sparks,real,1
lunacy,sheer,1
audiences,original,1
romp,bland,1
sentences,important,1
tone,serious,1
hardships,worst,1
way,casual,1
character,fictional,1
film,fragmented,1
crisis,spiritual,1
genre,different,1
vision,unifying,1
vision,directorial,1
preoccupation,odd,1
themes,such,1
meat,much,1
life,tumultuous,1
bursts,few,1
bursts,short,1
scene,extended,1
actor,dramatic,1
act,fourth,1
grade,low,1
script,lousy,1
script,complete,1
direction,inept,1
acting,pathetic,1
cinematography,murky,1
mikes,visible,1
question,chief,1
flicks,dystopian,1
comedies,amusing,1
emphasis,heavy,1
cinema,modern,1
premise,romantic,1
actress,only,1
scenes,boring,1
steel,blue,1
look,famed,1
cinema,italian,1
subplot,murky,1
descent,inexplicable,1
misses,western,1
word,only,1
plunges,magic,1
plot,convoluted,1
intentions,many,1
sub,many,1
histrionics,many,1
language,rude,1
language,crude,1
streams,endless,1
guy,nice,1
glasses,special,1
version,final,1
mistake,first,1
conclusion,neat,1
story,larger,1
feeling,original,1
movie,whole,1
angle,new,1
films,older,1
films,better,1
history,egyptian,1
formula,biblical,1
formula,epic,1
moments,nice,1
comedy,mediocre,1
comedy,slapstick,1
artist,responsible,1
journalism,insightful,1
journalism,political,1
era,modern,1
movie,minded,1
parts,earlier,1
shifts,grounded,1
material,banal,1
continuation,feeble,1
continuation,incidental,1
films,earlier,1
film,worst,1
year,other,1
attempt,sloppy,1
attempt,forced,1
impact,emotional,1
reel,last,1
surface,polished,1
hit,original,1
hit,underground,1
thriller,compact,1
attributes,own,1
attributes,best,1
film,serious,1
moments,atmospheric,1
mess,hopeless,1
adaptations,worse,1
reset,hard,1
experience,dismal,1
characters,shallow,1
action,plastic,1
scenes,dull,1
city,underground,1
turn,dramatic,1
suits,prosthetic,1
suits,fat,1
concoction,awful,1
members,individual,1
fundamentals,rudimentary,1
tropes,same,1
ground,new,1
effects,neo,1
effects,-,1
effects,noir,1
sets,innovative,1
city,martian,1
cop,crooked,1
books,other,1
books,comic,1
people,most,1
state,moral,1
movie,last,1
background,heavy,1
originals,brilliant,1
movie,bloodless,1
approach,mannered,1
vanity,hollow,1
problem,serious,1
movements,only,1
effect,claustrophobic,1
student,talented,1
visuals,ambitious,1
mythology,wicked,1
mythology,cool,1
string,second,1
actor,disposable,1
chasm,deep,1
spectacle,monotonous,1
numbers,several,1
trauma,real,1
whimsy,good,1
marathon,latest,1
viewers,attentive,1
thoughts,such,1
level,shalit,1
pun,obvious,1
development,good,1
noise,much,1
conceit,clever,1
lack,total,1
script,unimpressive,1
misstep,obvious,1
battle,wacky,1
people,young,1
characters,fictional,1
situations,contrived,1
voice,avuncular,1
cat,fat,1
adulthood,rational,1
information,interesting,1
fans,huge,1
waste,utter,1
decency,common,1
string,frustrating,1
moments,pleasurable,1
success,mild,1
turn,magnetic,1
character,central,1
message,good,1
duty,acrobatic,1
consequence,desperate,1
filmmaker,flashy,1
filmmaker,new,1
frontman,terrific,1
mark,intended,1
numbers,fine,1
mundanity,derivative,1
pawns,various,1
ideas,intricate,1
drama,more,1
drama,teen,1
insight,altruistic,1
sympathy,unexpected,1
impression,distinct,1
moments,ancillary,1
story,actual,1
numbers,negative,1
binge,lengthy,1
meaning,more,1
curiosity,amusing,1
trifle,silly,1
trifle,little,1
wisecracks,more,1
executives,averse,1
possibilities,unique,1
setting,unusual,1
scenario,shopworn,1
accomplishment,slim,1
ideas,old,1
pants,baggy,1
caps,backward,1
kids,american,1
sports,extreme,1
adventure,awful,1
language,chinese,1
voice,distinctive,1
perplexing,unsatisfying,1
decisions,inexplicable,1
insights,enough,1
insights,novel,1
viewing,essential,1
films,strangest,1
films,little,1
bore,incoherent,1
tissue,much,1
tissue,connective,1
story,cohesive,1
features,recent,1
features,traditional,1
work,anonymous,1
structure,poor,1
belief,mistaken,1
distinction,greatest,1
orchestra,unseen,1
chorus,urgent,1
cue,pavlovian,1
theatrics,cutesy,1
chorals,agreeable,1
droppings,pretentious,1
finish,bolder,1
pressing,bad,1
film,favorite,1
film,saw,1
films,favorite,1
movie,routine,1
brow,high,1
comedy,heavy,1
audience,urban,1
dazzle,stylistic,1
candidate,unlikely,1
public,filmgoing,1
episode,extended,1
film,colorful,1
terms,simple,1
nuance,enough,1
film,disappointing,1
plotting,contrived,1
book,good,1
behavior,immature,1
behavior,male,1
theory,dubious,1
problem,major,1
trick,stupid,1
buttons,hot,1
storytelling,good,1
distraction,unnecessary,1
footage,archive,1
intent,apparent,1
film,intolerant,1
film,simplistic,1
presumes,marmaduke,1
beings,loathsome,1
beings,stupid,1
things,funny,1
character,second,1
rooms,grungy,1
flesh,mortified,1
torture,elaborate,1
exercise,creative,1
view,bleak,1
nature,human,1
scenes,aimless,1
book,popular,1
target,old,1
pun,puny,1
buck,big,1
thrillers,enough,1
movie,entire,1
vulgarity,obviousness,1
spiritedness,mean,1
mess,silly,1
storytelling,methodical,1
intentions,own,1
interest,little,1
audience,contemporary,1
stamp,wide,1
film,out,1
one,good,1
steaks,dramatic,1
boundaries,comedic,1
unyielding,underdeveloped,1
draft,semi,1
draft,-,1
draft,interesting,1
sequel,unnecessary,1
kink,sexual,1
interest,odd,1
physics,quantum,1
fee,rental,1
mess,feeble,1
biopic,spirited,1
suspense,much,1
emotions,uneven,1
fantasy,innovative,1
level,spiritual,1
gags,yokel,1
pace,snail's,1
pans,horizontal,1
affectations,other,1
unlikeability,overall,1
characters,major,1
bid,trashy,1
shindig,monthslong,1
journey,conventional,1
adaptation,soulful,1
adaptation,more,1
change,refreshing,1
film,typical,1
persona,gregarious,1
reign,free,1
subject,short,1
lot,whole,1
idea,funny,1
kids,superficial,1
panache,visual,1
substance,minimal,1
chapters,incredible,1
shenanigans,grotesque,1
joy,reckless,1
interactions,continual,1
interactions,comedic,1
plotlessness,tiresome,1
messages,hearty,1
messages,moral,1
genres,incompatible,1
movie,unsilly,1
trudge,impaired,1
trudge,postapocalyptic,1
fluff,humorous,1
fluff,best,1
truth,unpleasant,1
stretch,first,1
entertainment,harmless,1
ones,young,1
trappings,usual,1
trappings,tinsel,1
groove,bittersweet,1
scenes,big,1
scenes,final,1
up,microscopic,1
up,close,1
doubt,nagging,1
psychodrama,incisive,1
blues,old,1
blues,nordic,1
strides,huge,1
sequel,irrelevant,1
effort,more,1
script,old,1
film,tasteful,1
film,overstuffed,1
cliches,many,1
issue,biggest,1
energy,much,1
catastrophe,boring,1
catastrophe,free,1
occasion,rare,1
performance,tender,1
style,distinctive,1
family,imperiled,1
event,initial,1
drowns,taut,1
drowns,suspenseful,1
blend,sluggish,1
effort,darker,1
tech,fancy,1
rate,super,1
rate,-,1
disaster,ecological,1
example,early,1
turn,fascinating,1
turn,early,1
director,heady,1
feet,metaphysical,1
concept,dependable,1
rights,gay,1
moments,memorable,1
language,foul,1
killings,gruesome,1
subplots,unnecessary,1
beats,predictable,1
problem,basic,1
scruffiness,own,1
profundity,poetic,1
murderer,notorious,1
murderer,cannibal,1
bored,classic,1
breakdowns,societal,1
use,constant,1
footage,actual,1
cinematography,crisp,1
fans,forgiving,1
example,perfect,1
deficiencies,glaring,1
monster,same,1
hygiene,personal,1
times,fraught,1
generation,medicated,1
monument,cinematic,1
movement,current,1
elements,interesting,1
collage,predictable,1
bag,grab,1
pieces,set,1
garbage,cinematic,1
tropes,familiar,1
reminder,more,1
making,hopeless,1
making,american,1
climax,bodacious,1
fare,watchable,1
subject,compelling,1
warlords,evil,1
monks,nifty,1
tale,epic,1
viewing,acceptable,1
number,memorable,1
number,musical,1
comedy,little,1
time,past,1
life,fresh,1
appreciation,better,1
vulnerability,edgy,1
figure,sympathetic,1
apocalypse,weird,1
stuff,gratuitous,1
stuff,flat,1
yarn,funny,1
yarn,female,1
state,altered,1
item,hot,1
proportions,tragic,1
screenplay,better,1
torment,vengeful,1
agent,creepy,1
piece,obvious,1
action,mediocre,1
renditions,glitzy,1
renditions,concerned,1
sequences,iconic,1
energy,deep,1
energy,manic,1
numbers,incompetent,1
waste,huge,1
access,much,1
project,humongous,1
success,complete,1
girls,little,1
chief,corrupt,1
lesson,complete,1
decisions,amateur,1
news,sad,1
failure,resolute,1
script,awful,1
direction,footed,1
acting,terrible,1
score,intrusive,1
teleplay,unproduced,1
example,hideous,1
history,cinematic,1
season,final,1
dimension,extra,1
comedies,minded,1
metaphor,central,1
monster,figurative,1
one,real,1
gimmick,elaborate,1
energy,feisty,1
aspect,superficial,1
show,unfocused,1
show,hedonistic,1
experience,miserable,1
aspects,odd,1
productions,latest,1
chills,decent,1
characters,thin,1
stuff,stupid,1
look,good,1
misfire,loud,1
misfire,overblown,1
audiences,charming,1
nastiness,sheer,1
nuance,psychological,1
seat,distant,1
seat,back,1
plot,formulaic,1
visuals,cool,1
vehicle,better,1
weight,emotional,1
dive,deep,1
end,shallow,1
story,incredible,1
film,lethargic,1
date,perfect,1
movie,unfortunate,1
disservice,embarrassing,1
property,old,1
waste,frightful,1
fun,good,1
fun,old,1
fun,fashioned,1
movie,average,1
thing,lovely,1
installments,further,1
development,welcome,1
schlock,hysterical,1
minutes,longest,1
imagination,impressive,1
movie,post,1
movie,-,1
movie,apocalypse,1
scenes,cool,1
premise,ridiculous,1
attention,much,1
tale,joyless,1
tale,twisted,1
intrigue,interstellar,1
twists,convoluted,1
sympathy,surprising,1
plotlines,other,1
urge,overwhelming,1
contribution,immeasurable,1
roaster,amazing,1
certitude,leaden,1
promise,meager,1
date,later,1
plot,vague,1
chance,good,1
man,hit,1
storyline,similar,1
comedy,dismal,1
qualities,attractive,1
pastiches,other,1
pastiches,pseudo,1
pastiches,-,1
pastiches,biblical,1
fifties,fine,1
fifties,old,1
antihero,good,1
critic,next,1
role,heroic,1
story,great,1
timing,bad,1
problems,lesser,1
concern,bigger,1
thriller,effective,1
houses,suburban,1
places,nice,1
wing,x,1
wing,-,1
intentions,pure,1
girl,nice,1
girl,mean,1
whole,believable,1
attempt,pitiful,1
process,corporate,1
construction,sloppy,1
subplot,ludicrous,1
fits,mere,1
humility,more,1
portrayals,onscreen,1
agent,secret,1
spoof,substandard,1
dialogue,unfunny,1
bloodbaths,usual,1
chapter,final,1
romance,generic,1
trifle,frantic,1
trifle,eager,1
energy,sloppy,1
direction,clunky,1
bunch,swell,1
adventure,universal,1
adventure,european,1
dragons,good,1
legend,ancient,1
legend,korean,1
script,lazy,1
script,hollow,1
character,original,1
pace,dry,1
obsession,erotic,1
card,inspirational,1
ritual,new,1
take,pointless,1
gangster,infamous,1
act,3rd,1
proof,critic,1
proof,honest,1
abominations,soulless,1
abominations,corporate,1
guy,bad,1
way,fundamental,1
action,remarkable,1
effects,stunning,1
outing,third,1
ending,contrived,1
hour,interminable,1
fare,usual,1
productions,older,1
prowess,technical,1
swag,cinematic,1
ways,creative,1
points,outrageous,1
audience,young,1
film,scripted,1
use,heavy,1
eyes,very,1
game,shell,1
transition,uneasy,1
notes,few,1
notes,flat,1
pleasures,subtle,1
snapshot,bittersweet,1
snapshot,akin,1
direction,static,1
performances,overblown,1
conflicts,dull,1
mindset,american,1
look,fascinating,1
flick,turgid,1
information,key,1
surprise,gleeful,1
comedy,raunchy,1
touches,nifty,1
sequences,big,1
scenes,heavy,1
noirish,less,1
corrosive,theatrical,1
experience,painful,1
nature,formulaic,1
characterizations,thin,1
prank,elaborate,1
power,hefty,1
members,minded,1
congregation,cinematic,1
narration,lifeless,1
answer,complete,1
films,modern,1
profanity,constant,1
script,immature,1
film,third,1
seriousness,high,1
seriousness,moral,1
conceit,central,1
films,insidious,1
child,haunted,1
touches,delicate,1
scares,sobering,1
question,same,1
efficiency,brutal,1
parlance,critic,1
flourishes,bad,1
flourishes,writerly,1
sequences,bookend,1
impact,more,1
stretch,extended,1
stretch,middle,1
twists,silly,1
stabs,misguided,1
complexity,moral,1
battles,epic,1
explosions,thunderous,1
drama,intense,1
tale,absurd,1
clichés,many,1
film,sustainable,1
film,short,1
hardcore,emotional,1
things,shiny,1
value,nostalgic,1
affair,entire,1
dramas,more,1
dramas,small,1
sense,nagging,1
movie,lesser,1
designs,many,1
clichéd,tacky,1
attempt,mealymouthed,1
satire,political,1
sourness,pervasive,1
stuff,thin,1
stuff,derivative,1
stuff,obvious,1
momentum,real,1
comedy,derivative,1
ending,expected,1
competitor,nearest,1
hardware,latest,1
software,screenwriting,1
setup,long,1
meat,real,1
failure,profound,1
proportions,unprecedented,1
efforts,absolute,1
efforts,worst,1
career,long,1
passion,little,1
mind,less,1
drama,unconvincing,1
one,poor,1
bag,mixed,1
laughs,occasional,1
smile,big,1
leader,flinty,1
imitation,passable,1
finishes,possible,1
finishes,exhausting,1
story,wooden,1
movie,mystic,1
music,funkadelic,1
days,last,1
fluids,other,1
fluids,bodily,1
filmmaking,subversive,1
interest,enormous,1
history,early,1
moviegoers,ordinary,1
going,tough,1
children,small,1
cast,stellar,1
cast,comedic,1
pal,cyber,1
appeal,primary,1
films,mumblecore,1
performance,committed,1
level,dramatic,1
shifts,whole,1
hour,eleventh,1
indie,modest,1
circuit,fest,1
piece,professional,1
point,particular,1
bit,fluffy,1
picture,sadistic,1
obsession,infantile,1
point,discernible,1
bucks,few,1
autopsy,veritable,1
gleam,tempting,1
fable,clumsy,1
message,predictable,1
performance,impressive,1
film,lazy,1
effort,real,1
effort,inventiveness,1
twist,predictable,1
premise,intriguing,1
memories,nightmarish,1
thing,entire,1
gore,frequent,1
joke,whole,1
choice,poor,1
choice,accent,1
construction,airless,1
chance,scant,1
saga,new,1
references,empty,1
aesthetic,septuagenarian,1
movie,mega,1
movie,budget,1
movie,american,1
scenes,ramble,1
stabs,most,1
timing,genuine,1
timing,comic,1
screenwriting,lackadaisical,1
characters,dull,1
entertainment,triumphalist,1
event,tragic,1
activity,terrorist,1
fodder,more,1
picture,larger,1
hoarder,proverbial,1
stuff,new,1
entry,refreshing,1
respects,other,1
characters,idiosyncratic,1
images,potent,1
love,homosexual,1
people,little,1
ideas,big,1
misfire,massive,1
movie,noisy,1
moments,exciting,1
content,gratuitous,1
art,cinematic,1
levels,new,1
ecstasy,orgasmic,1
rendering,insipid,1
life,early,1
gruel,thin,1
conversationalist,interesting,1
comedy,new,1
comedy,surrogate,1
jokes,familiar,1
script,generic,1
profile,genetic,1
waste,bodily,1
novelty,mere,1
access,little,1
models,young,1
models,ready,1
blobs,magical,1
blobs,gelatin,1
abs,own,1
weapons,flashy,1
modes,cool,1
thing,frustrating,1
truth,dirty,1
nightmare,complete,1
melange,unholy,1
spectacles,big,1
spectacles,noisy,1
destruction,global,1
touch,human,1
dialogue,decent,1
avenger,listless,1
anxieties,extra,1
prowess,physical,1
announces,cedric,1
control,tonal,1
parody,unconscious,1
1960s,other,1
dramas,european,1
crises,existential,1
movie,scary,1
mischief,amusing,1
stereotypes,spirited,1
mood,festive,1
waster,decent,1
overlay,needless,1
pseudo,mediocre,1
pseudo,aware,1
account,dismal,1
figure,historical,1
nods,constant,1
phoniness,precious,1
ethics,medical,1
assault,sustained,1
ducts,tear,1
screen,agreeable,1
hero,bland,1
collar,blue,1
hero,earthy,1
wife,worried,1
man,negligent,1
route,shortest,1
soul,own,1
level,epic,1
description,ok,1
fare,standard,1
phony,chaotic,1
script,dubious,1
place,better,1
account,authentic,1
event,historical,1
treatment,such,1
drama,moralistic,1
choices,misguided,1
choices,unproductive,1
tones,incoherent,1
excess,flamboyant,1
area,strange,1
ends,opposite,1
quality,aesthetic,1
leaps,many,1
leaps,great,1
teens,unlikely,1
parents,very,1
indication,much,1
script,libbed,1
voice,narcissistic,1
personality,enough,1
bond,unlikely,1
grad,rebebllious,1
man,older,1
explanation,plausible,1
squats,ensemble,1
purgatory,cinematic,1
scenes,funny,1
skill,natural,1
filmography,cratered,1
desire,distinct,1
prank,biggest,1
ways,right,1
promise,fuzzier,1
trip,ego,1
showoff,talentless,1
times,great,1
viewers,most,1
portrait,admiring,1
campaign,presidential,1
despot,evil,1
king,last,1
wipes,fancy,1
angles,expressionistic,1
illogic,endless,1
comedy,shakespearean,1
films,pre,1
films,-,1
films,wonder,1
villains,quintessential,1
idea,intriguing,1
teases,maleficent,1
plot,overall,1
album,last,1
feat,hard,1
drama,dull,1
style,usual,1
style,high,1
style,melodramatic,1
thing,second,1
thing,embarrassing,1
caution,much,1
lust,little,1
tradition,great,1
name,marketable,1
debate,congressional,1
manipulation,emotional,1
mood,bi,1
mood,-,1
mood,polar,1
miss,first,1
miss,definitive,1
cast,impressive,1
events,significant,1
concept,same,1
carnage,creative,1
territory,loaded,1
style,cool,1
density,such,1
speed,high,1
picture,complete,1
awareness,adolescent,1
jolt,occasional,1
setting,eerie,1
flair,visual,1
mimic,insidious,1
mimic,defective,1
improvement,slight,1
sequel,previous,1
plot,basic,1
plot,repetitive,1
mystery,biggest,1
heart,enough,1
script,weak,1
characters,unsympathetic,1
plot,nonsensical,1
bore,major,1
space,inner,1
landscape,internal,1
look,boring,1
drama,black,1
stars,lead,1
suspense,precious,1
hand,heavy,1
kind,depressing,1
gags,cheap,1
tone,consistent,1
jokes,fart,1
flag,white,1
response,appropriate,1
parody,horny,1
parody,gay,1
words,bad,1
layers,dramatic,1
whole,cohesive,1
tier,second,1
fun,silly,1
paycheck,decent,1
work,much,1
point,same,1
chick,stereotypical,1
flicks,other,1
version,intellectual,1
type,familiar,1
type,alcoholic,1
dialogue,snappy,1
documentary,second,1
bumps,many,1
moments,ponderous,1
film,black,1
role,first,1
number,odd,1
number,little,1
times,different,1
mood,right,1
company,wrong,1
qualifies,best,1
attempt,interesting,1
perspectives,additional,1
niche,particular,1
instincts,worst,1
cross,smart,1
cross,little,1
snort,heady,1
regard,mighty,1
yarn,strange,1
crap,pre,1
crap,-,1
crap,packaged,1
adults,witted,1
end,lower,1
hit,first,1
engine,perpetual,1
chain,unkillable,1
cynicism,toxic,1
way,different,1
developments,unconvincing,1
cover,new,1
reason,little,1
event,horrible,1
redux,pale,1
redux,uninspired,1
redux,unnecessary,1
going,dull,1
tale,goofy,1
example,worst,1
faces,serious,1
disappointment,overall,1
laughs,sporadic,1
life,hectic,1
decisions,awkward,1
decisions,creative,1
mechanics,conventional,1
time,little,1
audience,same,1
schoolchildren,disadvantaged,1
possibilities,comedic,1
mammals,small,1
characters,beloved,1
city,big,1
film,long,1
characters,tiny,1
release,recent,1
crafty,creepy,1
pockets,unnecessary,1
pathos,obvious,1
regularity,consistent,1
wonders,technical,1
originality,real,1
effects,clumsy,1
mushfest,prototypical,1
effects,believable,1
measure,equal,1
documentary,beautiful,1
piece,rankest,1
time,hard,1
updates,extensive,1
film,casual,1
profundity,deeper,1
adaptation,dull,1
madness,juvenile,1
madness,pathetic,1
composite,deformed,1
anonymity,total,1
invasion,alien,1
shots,cool,1
wasteland,uninhabited,1
actors,smug,1
comedy,radical,1
figures,pretty,1
net,wide,1
mythology,thoughtful,1
policeman,single,1
scenes,umpteen,1
prequel,superfluous,1
balance,right,1
detachment,amused,1
exploration,deeper,1
story,inspirational,1
budget,enormous,1
desert,african,1
surprises,few,1
crossness,persistant,1
dismay,headmistressy,1
premises,incompatible,1
matchmaking,romantic,1
netherworld,scary,1
script,inept,1
satire,redemptive,1
machismo,male,1
cast,enough,1
tale,simple,1
stops,cliched,1
stops,melodramatic,1
character,fascinating,1
movies,inspirational,1
plot,incoherent,1
performances,confused,1
script,lame,1
interests,aesthetic,1
case,exasperating,1
chord,bitter,1
actress,pinched,1
theories,fascinating,1
flick,neonoir,1
question,momentous,1
connection,familial,1
tribunal,international,1
crimes,possible,1
courtroom,midwestern,1
vision,new,1
action,affirmative,1
rewrites,few,1
films,great,1
vehicle,soggy,1
one,single,1
thud,lethal,1
culture,popular,1
charisma,real,1
atmosphere,oppressive,1
universes,moral,1
twists,deft,1
layers,darker,1
kids,frustrated,1
kids,confused,1
episode,glossy,1
gags,repetitious,1
satire,anti,1
satire,-,1
satire,establishment,1
artists,various,1
development,historical,1
way,clinical,1
suburbia,white,1
holes,sized,1
holes,non,1
holes,-,1
action,top,1
politics,american,1
topics,more,1
obsession,modern,1
source,outdated,1
gags,many,1
coincidence,outrageous,1
wanton,abstract,1
ugliness,sheer,1
characters,recognizable,1
sets,spectacular,1
look,original,1
percentage,good,1
shark,toothed,1
rein,free,1
desires,murderous,1
trip,long,1
writers,most,1
break,long,1
film,interesting,1
times,such,1
films,identical,1
dozen,least,1
premise,ripe,1
experiment,multi,1
experiment,-,1
experiment,metaphorical,1
life,private,1
press,hungry,1
effect,unnecessary,1
sentiment,spurious,1
piece,new,1
candidate,prime,1
screening,first,1
comedy,tedious,1
comedy,intersect,1
desperation,quiet,1
collaboration,fruitful,1
hunting,excellent,1
hunting,good,1
films,idiosyncratic,1
picture,simplistic,1
truth,awful,1
remake,new,1
times,countless,1
tale,realist,1
results,mixed,1
exercise,bland,1
move,brilliant,1
poetry,interstitial,1
sensationalism,occasional,1
conflict,predictable,1
dozen,half,1
guide,checklist,1
points,finer,1
stupidity,rampant,1
audiences,general,1
talk,complex,1
way,better,1
erase,dry,1
nil,=,1
billing,second,1
actions,inexplicable,1
coincidences,dubious,1
scares,good,1
kills,solid,1
level,emotional,1
dvd,dodgy,1
housewives,real,1
sequel,second,1
way,good,1
tone,compelling,1
bit,dull,1
misjudgment,crucial,1
changes,unfounded,1
changes,total,1
melodrama,deadly,1
